YEAR,MN,DT,MAX,MIN,AW,RF,DRNRF(hrs),DRNRF(mnts)
2002,5,5,34.5,21,6,0,0,0
2002,5,6,37.5,23.5,6,0,0,0
2002,5,7,38.5,25.5,5,0,0,0
2002,5,8,39.5,24,7,0,0,0
2002,5,9,38.5,25,6,0,0,0
2002,5,10,37.5,26,13,0,0,0
2002,5,11,37.5,21.5,14,2,0,20
2002,5,12,36.5,24.5,9,0,0,0
2002,5,13,37,24.5,11,0,0,0
2002,5,14,37,24.5,15,0,0,0
2002,5,15,37.5,25.5,9,0,0,0
2002,5,16,34.5,24.5,6,0,0,0
2002,5,17,37,20,12,35,5,15
2002,5,18,33,23,10,0,0,0
2002,5,19,33.5,22.5,11,0,0,0
2002,5,20,34.5,22.5,11,0,0,0
2002,5,21,34.5,24,9,0,0,0
2002,5,22,35,24,5,0,0,0
2002,5,23,35.5,25,6,0,0,0
2002,5,24,37.5,24.5,5,0,0,0
2002,5,25,38,24.5,5,0,0,0
2002,5,27,33.5,23,5,0,0,0
2002,5,28,34.5,23.5,8,0,0,0
2002,5,29,35,24,7,0,0,0
2002,5,30,35.5,23.5,8,0,0,0
2002,5,31,36,21,8,0,0,0
2002,6,1,33.5,22.5,5,0,0,0
2002,6,2,34.5,23.5,7,0,0,0
2002,6,3,33.5,21,4,14.4,0,23
2002,6,4,34,22,7,0,0,0
2002,6,5,33,22.5,5,0,0,0
2002,6,6,34.5,23.5,6,0,0,0
2002,6,7,34,24,4,0,0,0
2002,6,8,34.5,24,7,0,0,0
2002,6,9,36.5,20.1,4,65.5,5,55
2002,6,10,30,21.2,4,8,3,45
2002,6,11,30.5,21,5,0,0,0
2002,6,12,31,21.5,2,0,0,0
2002,6,13,33,22.5,4,0,0,0
2002,6,15,30.5,21,7,0,0,0
2002,6,16,30.5,21,10,1.8,0,20
2002,6,17,31.2,21,9,0.2,0,10
2002,6,18,31.5,21.5,8,2,1,15
2002,6,19,30,21.5,11,1.8,1,20
2002,6,20,30,22,11,0,0,0
2002,6,21,29,21.5,10,0,0,0
2002,6,22,30.2,20.5,9,1.5,1,0
2002,6,24,31.5,21,9,0,0,0
2002,6,25,31,21.5,10,0,0,0
2002,6,26,32.5,21,10,0,0,0
2002,6,27,33.5,20,12,0,0,0
2002,6,28,33.5,22,6,0,0,0
2002,6,29,34.5,22.5,3,0,0,0
2002,6,30,34,22,6,0,0,0
2002,7,1,34,22,7,0,0,0
2002,7,2,32,22,5,0,0,0
2002,7,3,33.5,21.5,9,0,0,0
2002,7,4,33.5,22,8,0,0,0
2002,7,5,33.5,21,8,0,0,0
2002,7,6,34,22,10,0,0,0
2002,7,7,34,22,10,0,0,0
2002,7,8,34,22,9,0,0,0
2002,7,9,34.5,20.5,8,0,0,0
2002,7,10,34,21.5,8,0,0,0
2002,7,11,33.5,21.5,10,0,0,0
2002,7,12,33,22,11,0,0,0
2002,7,13,34,22,13,0,0,0
2002,7,14,34,21.2,6,0,0,0
2002,7,15,33.5,21.1,13,0,0,0
2002,7,16,33.5,22,11,0,0,0
2002,7,17,31,20.6,17,0,0,0
2002,7,18,29,21.1,11,0,0,0
2002,7,19,30,21.5,10,0,0,0
2002,7,20,32,21.5,8,0,0,0
2002,7,21,33,22.6,8,0,0,0
2002,7,22,35,20.5,9,0.8,0,25
2002,7,23,32,21,7,2,0,7
2002,7,24,31.5,21.5,8,0,0,0
2002,7,25,31,22,9,0,0,0
2002,7,26,33,20.5,11,0.2,0,2
2002,7,27,32.5,24,10,0,0,0
2002,7,28,34,22.1,10,0,0,0
2002,7,29,32.5,21.5,11,0.2,0,0
2002,7,30,34,22,11,0,0,0
2002,7,31,30.5,21.5,9,0,0,0
2002,8,1,29.5,20,8,4,0,55
2002,8,2,33.5,21.5,4,0,0,0
2002,8,3,32.5,21,5,0,0,0
2002,8,4,33,21.5,6,0,0,0
2002,8,5,34,19,12,4.4,2,45
2002,8,6,31.5,21,8,0,0,0
2002,8,7,29,19,7,0,0,0
2002,8,8,27.5,20.5,8,0,0,0
2002,8,9,28.5,19.5,8,0.5,0,5
2002,8,10,25.5,20,7,0.5,0,30
2002,8,11,29,20.5,9,0,1,0
2002,8,12,29,20,9,0,0,0
2002,8,13,29,20,10,0,0,0
2002,8,14,31,20.5,8,0,0,0
2002,8,15,30,20,8,0,0,0
2002,8,16,30.5,20.5,9,0,0,0
2002,8,17,34,21.5,11,0,0,0
2002,8,18,33,21,11,0,0,0
2002,8,19,33,20.6,12,0,0,0
2002,8,20,32.5,20,11,0,0,0
2002,8,21,32.5,21,11,0,0,0
2002,8,22,31.5,21,9,0,0,0
2002,8,23,33,21,12,0,0,0
2002,8,24,31.5,20.1,10,0,0,0
2002,8,25,32.5,20,7,0,0,0
2002,8,26,34.5,21.5,5,0,0,0
2002,8,27,32.5,22.5,5,0,0,0
2002,8,28,34.5,21.5,7,0.6,0,2
2002,8,29,34,19.5,  ,9.8,0,50
2002,8,30,33,21,  ,0,0,0
2002,8,31,32.5,20.5,6,0,0,0
2002,9,1,32.5,21,8,0,0,0
2002,9,2,31.5,22,8,0,0,0
2002,9,3,33.2,22.5,8,0,0,0
2002,9,4,33.6,21.5,11,0,0,0
2002,9,5,34,21,8,0,0,0
2002,9,6,33,21.4,3,0,0,0
2002,9,7,33.5,21,9,0.2,  ,  
2002,9,8,33,20.5,11,0,0,0
2002,9,9,32.5,20,11,0,0,0
2002,9,10,31.5,19,10,9.6,0,15
2002,9,11,31.5,20,9,0,0,0
2002,9,12,32,19.5,7,0,0,0
2002,9,13,33,21,14,0,0,0
2002,9,14,34.5,18,7,18.2,2,35
2002,9,15,31,19,4,2.5,1,30
2002,9,18,29,20,4,0,0,0
2002,9,19,31,20,4,0,0,0
2002,9,20,31,18.4,4,32.8,1,30
2002,9,21,31.5,20,3,0,0,0
2002,9,22,31,20,5,0,0,0
2002,9,23,31.5,20,6,0,0,0
2002,9,24,30,19.5,3,0,0,0
2002,9,25,32.5,20,4,0,0,0
2002,9,26,32,21,4,0,0,0
2002,9,27,30,20.5,4,0,0,0
2002,9,28,33.5,20,5,0,0,0
2002,9,29,34,20.5,3,0,0,0
2002,9,30,33.5,20.5,4,0,0,0
2002,10,1,33.5,19.5,4,0,0,0
2002,10,2,22.5,19.5,5,0,0,0
2002,10,3,33,20,3,0,0,0
2002,10,4,34,20,4,0,0,0
2002,10,5,33.5,19.5,4,0,0,0
2002,10,6,34,19,6,0,0,0
2002,10,7,31.5,18.5,2,0.2,0,2
2002,10,8,32.5,19,4,1.7,  ,  
2002,10,9,30.5,19.5,3,3.4,0,5
2002,10,10,28.5,19.5,4,0.4,0,3
2002,10,11,29.5,19,3,11.2,3,45
2002,10,12,30,20,3,0.5,0,2
2002,10,13,29.5,20,3,3,0,20
2002,10,14,30,19.5,4,0,0,0
2002,10,15,30,19.5,4,0.5,0,5
2002,10,16,30.5,19.5,3,0.2,0,7
2002,10,17,31.5,20.5,2,12.2,1,17
2002,10,18,31,18.5,3,14.2,4,2
2002,10,19,29.2,19,3,8.5,0,47
2002,10,20,29.5,17,5,0,0,0
2002,10,21,30.5,20,4,0,0,0
2002,10,22,29,20,3,0,0,0
2002,10,23,28,18,3,0,0,0
2002,10,24,29,16.5,4,0,0,0
2002,10,25,26.5,18.5,5,1,0,32
2002,10,26,27.1,18.5,7,6.6,3,45
2002,10,27,23,18.5,5,6.5,3,14
2002,10,28,23.5,18,2,11.5,3,45
2002,10,29,27,18.5,7,7.8,4,0
2002,10,30,28,20.5,1,23.8,1,15
2002,10,31,25,16,7,0,0,0
2002,11,1,24.5,17,2,0.6,0,15
2002,11,2,21.5,16.1,2,4.5,1,45
2002,11,3,25,16.5,1,0,0,0
2002,11,4,29.5,16,2,0,0,0
2002,11,5,29,17,3,0,0,0
2002,11,6,27.5,16.5,4,0,0,0
2002,11,7,27,18,3,0,0,0
2002,11,8,28,18,5,0.8,0,35
2002,11,9,26.5,18,4,17.8,3,15
2002,11,10,26,17.5,5,4.2,0,40
2002,11,11,23.5,15.5,5,2.2,0,27
2002,11,12,27.7,15.5,4,0,0,0
2002,11,13,29,17,2,0,0,0
2002,11,14,29.5,18,4,0,0,0
2002,11,15,29,16,3,0,0,0
2002,11,16,28.5,16,4,0,0,0
2002,11,17,27.5,16,2,0,0,0
2002,11,18,25.5,15.5,4,0,0,0
2002,11,19,27.5,16.5,3,0,0,0
2002,11,20,28,18,2,0,0,0
2002,11,21,28,17,4,0,0,0
2002,11,22,28.5,13,4,0,0,0
2002,11,23,26.5,13.5,4,0,0,0
2002,11,24,27,15,3,0,0,0
2002,11,25,29,13,4,0,0,0
2002,11,26,30.5,13,5,0,0,0
2002,11,27,31.5,13.5,2,0,0,0
2002,11,28,31,13,2,0,0,0
2002,11,29,30.5,13.5,2,0,0,0
2002,11,30,29,11,3,0,0,0
2002,12,1,29.5,11,3,0,0,0
2002,12,2,29.5,12,3,0,0,0
2002,12,3,29.5,12,3,0,0,0
2002,12,4,30,13,3,0,0,0
2002,12,5,29,12,2,0,0,0
2002,12,6,27,14.5,3,0,0,0
2002,12,7,26,18.5,6,1.4,0,5
2002,12,8,28,16,4,31.4,2,25
2002,12,9,27.5,14,5,0,0,0
2002,12,10,27.5,13.5,5,0,0,0
2002,12,11,26.5,13.5,4,0,0,0
2002,12,12,28.5,14,4,0,0,0
2002,12,13,27.5,11,2,0,0,0
2002,12,14,27.5,12,4,0,0,0
2002,12,15,27,11.5,3,0,0,0
2002,12,16,28.5,12,3,0,0,0
2002,12,17,28.5,11,3,0,0,0
2002,12,18,28,12.5,4,0,0,0
2002,12,19,27,10.5,2,0,0,0
2002,12,20,28.5,9.5,2,0,0,0
2002,12,21,29.5,11,3,0,0,0
2002,12,22,30.5,10.5,3,0,0,0
2002,12,23,29.5,12,5,0,0,0
2002,12,24,28.5,12.5,4,0,0,0
2002,12,25,28,11,3,0,0,0
2002,12,26,29.5,12.5,4,0,0,0
2002,12,27,30.5,13,2,0,0,0
2002,12,28,29.5,15.5,3,0,0,0
2002,12,29,29.5,16,5,0,0,0
2002,12,30,28.5,13,4,0,0,0
2002,12,31,29,16,5,0,0,0
2003,1,1,28.5,15,4,0,0,0
2003,1,2,29.5,17.5,4,0,0,0
2003,1,3,28,14.5,5,0,0,0
2003,1,4,28,14.5,6,0,0,0
2003,1,5,29.5,15,4,0,0,0
2003,1,6,29.5,14,5,0,0,0
2003,1,7,30.5,13.5,4,0,0,0
2003,1,8,29,13,3,0,0,0
2003,1,9,29.5,14,3,0,0,0
2003,1,10,29,15,3,0,0,0
2003,1,11,28.5,14,4,0,0,0
2003,1,12,29,13.5,4,0,0,0
2003,1,13,28,13,5,0,0,0
2003,1,14,26,13,3,0,0,0
2003,1,15,28,12,5,0,0,0
2003,1,16,26.5,13.5,4,0,0,0
2003,1,17,29.5,12,4,0,0,0
2003,1,18,27.5,11.5,4,0,0,0
2003,1,19,29.5,14.5,5,0,0,0
2003,1,20,29.5,15,5,0,0,0
2003,1,21,27,15.5,4,0,0,0
2003,1,22,31,12.5,  ,,  ,  
2003,1,23,31.5,13,4,0,0,0
2003,1,24,32.5,14,4,0,0,0
2003,1,25,33,14,4,0,0,0
2003,1,26,33,16,7,0,0,0
2003,1,27,31,13.5,4,0,0,0
2003,1,28,31,13.5,7,0,0,0
2003,1,29,31.5,13.5,8,0,0,0
2003,1,30,31.5,12,4,0,0,0
2003,1,31,32,11.5,4,0,0,0
2003,2,1,33.5,16.5,7,0,0,0
2003,2,2,32.5,19,8,0,0,0
2003,2,3,32,18,6,0,0,0
2003,2,4,30,16.5,5,0,0,0
2003,2,5,32,17.5,4,0,0,0
2003,2,6,32,16,5,0,0,0
2003,2,7,31.5,15.5,5,0,0,0
2003,2,8,32,16.5,6,0,0,0
2003,2,9,32,16,6,0,0,0
2003,2,10,32,16.5,6,0,0,0
2003,2,11,31.5,16,8,0,0,0
2003,2,12,32.5,15.5,6,0,0,0
2003,2,13,32.5,17,  ,0,0,0
2003,2,14,33.5,18.5,5,0,0,0
2003,2,15,34,18.5,7,0,0,0
2003,2,16,33.5,18.5,7,0,0,0
2003,2,17,32,18,8,0,0,0
2003,2,18,34,18,9,0,0,0
2003,2,19,35,17,9,0,0,0
2003,2,20,36,17,4,0,0,0
2003,2,21,34,18.5,5,0,0,0
2003,2,22,34,18,5,0,0,0
2003,2,23,34,17,5,0,0,0
2003,2,24,33.5,18,9,0,0,0
2003,2,25,33.5,18.5,7,0,0,0
2003,2,26,33.5,19,6,0,0,0
2003,2,27,34,18,7,0,0,0
2003,2,28,34.5,17.5,7,0,0,0
2003,3,1,34,17.5,7,0,0,0
2003,3,2,34.5,18,6,0,0,0
2003,3,3,35,17,5,0,0,0
2003,3,4,35.2,17,6,0,0,0
2003,3,5,35.5,17.5,5,0,0,0
2003,3,6,36,17.5,6,0,0,0
2003,3,7,35.5,19,7,0,0,0
2003,3,8,35,18,7,0,0,0
2003,3,9,34.5,18,7,0,0,0
2003,3,10,34,16.5,8,0,0,0
2003,3,11,33.5,16,6,0,0,0
2003,3,12,35.6,17.5,9,0,0,0
2003,3,13,35,19.5,7,0,0,0
2003,3,14,34,19.5,7,0,0,0
2003,3,15,34.5,20,7,0,0,0
2003,3,16,35.5,21,6,0,0,0
2003,3,17,34,20,6,6.2,2,10
2003,3,18,32.5,17,6,8.5,0,46
2003,3,19,32,19.8,7,0,0,0
2003,3,20,35,20.5,6,0,0,0
2003,3,21,35,20.5,8,0,0,0
2003,3,22,35,18,8,0,0,0
2003,3,23,34,16.5,7,0,0,0
2003,3,24,35,15,7,0,0,0
2003,3,25,35.5,17.5,7,0,0,0
2003,3,26,36,18.5,6,0,0,0
2003,3,27,35.5,18,8,0,0,0
2003,3,28,36,20,7,0,0,0
2003,3,29,36.5,20.5,6,0,0,0
2003,3,30,36,22,6,0,0,0
2003,3,31,37,21.5,6,0,0,0
2003,4,1,37.5,23,5,0,  ,  
2003,4,2,37.5,23.5,5,0,  ,  
2003,4,3,39,24.5,6,0,  ,  
2003,4,4,37.5,23,7,0,  ,  
2003,4,5,36.5,24.5,6,0,  ,  
2003,4,6,36,20,8,0,0,0
2003,4,7,35.5,19,5,0,0,0
2003,4,8,34.5,18.5,6,0,0,0
2003,4,9,35.5,20,7,0,0,0
2003,4,10,36,20.5,8,0,0,0
2003,4,11,33.5,20.5,8,0,0,0
2003,4,12,36,22.8,8,0,0,0
2003,4,13,37.5,21.8,5,2.4,0,45
2003,4,14,30,20.5,5,0,0,0
2003,4,15,38,20.5,6,0,0,0
2003,4,16,38,21.5,7,0,0,0
2003,4,17,38,21.9,6,0,0,0
2003,4,18,38.5,22,6,0,0,0
2003,4,19,39,22,5,0,0,0
2003,4,20,39,28.5,5,0,0,0
2003,4,21,38.5,22.5,7,0,0,0
2003,4,22,37.5,21.5,6,0,  ,  
2003,4,23,37.5,21,6,0,0,0
2003,4,24,38.5,22.2,5,0,0,0
2003,4,25,39.5,22.5,5,0,0,0
2003,4,26,39.5,20,8,0,0,0
2003,4,27,38,21,7,0,0,0
2003,4,28,37,22,7,0,  ,  
2003,4,29,38,22,8,0,0,0
2003,4,30,36.5,21,8,0,  ,  
2003,5,1,36,20.5,8,0,0,0
2003,5,2,36.5,21.5,7,0,0,0
2003,5,3,38,22.5,7,0,0,0
2003,5,4,38.5,26,5,0,  ,  
2003,5,5,39.1,25.5,8,0,  ,  
2003,5,6,39,26,8,0,0,0
2003,5,7,37.5,25,6,0,  ,  
2003,5,8,38,23.5,7,0,0,0
2003,5,9,39,24,6,0,0,0
2003,5,10,39,24,7,0,0,0
2003,5,11,38.5,21.5,4,0,  ,  
2003,5,12,36,22.5,3,0,0,0
2003,5,13,34,23,2,0,0,0
2003,5,14,36,23.5,10,0,0,0
2003,5,15,34.5,25,9,0,  ,  
2003,5,16,37.5,25.5,9,0,0,0
2003,5,17,36,24.5,9,0,0,0
2003,5,18,39,24,7,0,0,0
2003,5,19,38.5,26.6,  ,0,0,0
2003,5,20,38.1,25,9,0,0,0
2003,5,21,39,24,7,0,0,0
2003,5,22,40,26,8,0,0,0
2003,5,23,39,25.5,9,0,0,0
2003,5,24,39,24,11,0,0,0
2003,5,25,39.5,27,9,0,0,0
2003,5,26,40,28,11,0,0,0
2003,5,28,39.5,26,9,0,  ,  
2003,5,29,39,26.5,9,0,0,0
2003,5,30,39,26,10,0,0,0
2003,5,31,40.5,25.2,9,0,0,0
2003,6,1,35.5,24.5,6,0,0,0
2003,6,2,40.6,23,10,0.8,0,5
2003,6,3,38,25,9,0,0,0
2003,6,4,35,24.5,10,0,0,0
2003,6,5,38.5,24,10,0,0,0
2003,6,6,38,25.5,9,0,0,0
2003,6,7,38,25,8,0,0,0
2003,6,8,38,19.5,11,31,0,25
2003,6,9,28.5,22.5,6,1.8,0,35
2003,6,10,36,23.5,2,0,0,0
2003,6,11,37,24,3,0,0,0
2003,6,12,37,24.5,5,0,0,0
2003,6,13,36.5,24,6,0,0,0
2003,6,14,35.5,22,5,1.2,0,32
2003,6,15,33.5,22.5,5,0,0,0
2003,6,16,32,21.5,10,0,0,0
2003,6,17,34,22.8,10,0,0,0
2003,6,18,35,23,9,0,0,0
2003,6,19,33,21.5,11,3.8,0,10
2003,6,20,33,22.5,11,0,0,0
2003,6,21,34,22,12,0,0,0
2003,6,22,33,20.2,7,13,2,25
2003,6,23,34,21.5,10,0,0,0
2003,6,24,33.5,23,10,0.8,0,52
2003,6,25,33.5,22,8,0,0,0
2003,6,26,34,22.1,8,0,0,0
2003,6,27,33,22.5,8,0,0,0
2003,6,28,35,21,6,1.2,0,17
2003,6,29,34,20.5,8,1.8,1,50
2003,6,30,31.5,21.5,7,0,0,0
2003,7,1,33.5,20.5,8,19.8,1,0
2003,7,3,30,21.5,5,0,0,0
2003,7,4,31,21,9,0,0,0
2003,7,5,30.5,21.5,7,0,0,0
2003,7,6,31,20,8,0,0,37
2003,7,7,29,21,8,0,0,0
2003,7,8,31.5,21.5,10,0,0,0
2003,7,9,32,22,12,2.5,0,35
2003,7,11,28.5,20.5,2,0,0,18
2003,7,12,31.5,21,8,0,0,0
2003,7,13,32,21.5,7,0,0,0
2003,7,14,34,20,6,11.8,5,34
2003,7,15,31.5,21.5,7,0,0,0
2003,7,16,29,20,3,0,0,0
2003,7,17,31,20,8,2.2,1,55
2003,7,18,32.5,21.5,7,0,0,0
2003,7,19,31.5,21.5,8,0,0,0
2003,7,20,31.5,21.4,8,10.4,0,30
2003,7,21,31.5,21,5,2.4,0,25
2003,7,22,32,22,7,0,0,0
2003,7,23,32.5,22.2,9,0.8,1,20
2003,7,24,32.7,22,10,0,0,0
2003,7,25,30,22,8,0,0,0
2003,7,26,31,22.5,11,0,  ,  
2003,7,27,27.5,22,8,0,0,0
2003,7,28,31.5,21,8,0,0,0
2003,7,29,34.5,23,7,0,0,0
2003,7,30,34,22.5,5,2.6,1,45
2003,7,31,32,23.5,6,0.5,  ,  
2003,8,1,30,23,2,0.2,0,15
2003,8,2,30,22,6,0,0,0
2003,8,3,32,23,7,0,0,0
2003,8,4,33,22,8,8.6,5,45
2003,8,5,32,21,11,,1,2
2003,8,6,29.5,21.5,7,5.4,3,17
2003,8,7,30,23,8,0,0,0
2003,8,8,29,23,13,0,0,0
2003,8,9,33,23,13,0,0,0
2003,8,10,33,23.5,8,0,  ,  
2003,8,11,32.5,25,5,0,0,0
2003,8,12,33,22.6,6,3.4,2,0
2003,8,13,32.5,23.4,5,0,0,0
2003,8,14,33,23,9,0,0,0
2003,8,15,32,23,8,0,0,0
2003,8,16,31.5,23.5,9,0,0,0
2003,8,17,32,22,9,5.6,0,33
2003,8,18,30.5,23,5,,0,0
2003,8,19,30.5,23.5,12,1.5,0,22
2003,8,20,29,23,13,0,0,5
2003,8,21,29.5,21,11,5.4,3,32
2003,8,22,26.5,24.5,12,3.7,  ,  
2003,8,23,26,21,17,7.4,1,12
2003,8,24,29,22,9,1.2,0,12
2003,8,25,31.5,23,7,1.2,0,10
2003,8,26,31,22.5,9,0.8,0,5
2003,8,28,30.5,22.5,8,0,0,0
2003,8,29,30,21.5,11,0,0,0
2003,8,30,32,23,7,0,0,0
2003,8,31,32,23,5,0,0,0
2003,9,1,31.5,22.4,8,0,0,0
2003,9,2,31,22,8,6,  ,  
2003,9,3,30,22.5,8,0,0,0
2003,9,4,33.5,23,9,0,0,0
2003,9,5,32.5,22.5,12,0,0,0
2003,9,6,32.1,22,10,0,  ,  
2003,9,7,30.5,22,8,0,0,0
2003,9,8,32,22,7,0.8,  ,  
2003,9,9,32.5,22.5,9,0,0,0
2003,9,10,33,22.5,10,0,0,0
2003,9,11,30.5,21.5,10,0,0,0
2003,9,12,32.5,22.5,17,0,0,0
2003,9,13,32,23,10,0,0,0
2003,9,14,32.5,23,9,0,0,0
2003,9,15,32,23,9,0,0,0
2003,9,16,33,21.5,7,1.8,0,20
2003,9,17,33,22.5,7,2,0,12
2003,9,19,30.5,23.1,7,0,0,0
2003,9,20,30.5,21.5,7,0,0,0
2003,9,21,33,22,6,0,0,0
2003,9,22,32.5,22.5,7,0,0,0
2003,9,23,32.5,23,8,0,0,0
2003,9,24,28.5,23,7,0,0,0
2003,9,25,30.5,22.5,6,0,0,0
2003,9,26,32.2,21.5,6,23.8,5,45
2003,9,27,36.5,21,2,3.8,3,30
2003,9,29,31.6,22.5,4,0,0,0
2003,9,30,32.5,21.5,4,62,2,28
2003,10,1,31.5,22,5,0.6,0,5
2003,10,2,32,21.5,4,0.7,0,17
2003,10,3,31.5,21,3,1.5,1,0
2003,10,4,29.5,21.5,2,1.6,0,9
2003,10,5,31,22.5,3,0,0,0
2003,10,6,28.5,21.5,2,0,0,0
2003,10,7,28.5,22.5,4,3.5,0,19
2003,10,8,29,22.5,4,0,0,0
2003,10,9,31,22.1,4,0,0,0
2003,10,10,31.5,22,6,0,0,0
2003,10,11,31,22,6,0,  ,  
2003,10,12,31,21.5,7,0,0,0
2003,10,13,31,21,5,0,0,0
2003,10,14,32,21.5,3,0,0,0
2003,10,15,30.5,18.5,7,0,0,0
2003,10,16,31.5,19.5,2,0,0,0
2003,10,17,30.7,21.5,2,0,0,0
2003,10,18,29.5,22,2,0,0,0
2003,10,19,31,20.5,4,8.2,0,0
2003,10,20,27.5,20,4,36.5,6,0
2003,10,21,23.5,20,7,24.9,2,25
2003,10,22,25.5,20.4,8,1.4,6,12
2003,10,24,29,20,5,30.4,2,55
